"Agriculture, forestry, and fishing, value added (% of GDP)",CO2 emissions (kg per PPP $ of GDP),Current health expenditure (% of GDP),Lifetime risk of maternal death (%),Population growth (annual %),"Unemployment, total (% of total labor force)",Level of water stress,Internet Penetration Ratio,Urbanization Ratio,Freshwater Withdrawals to Water Productivity Ratio,Cropland Ratio,Water Use (mm/day/yr) - Cropland,Vapor pressure deficit VPD,Normalized difference vegetation index NDVI,Air Temp (Kelvin),Country
19.24087983,0.203836143,7.81474257,0.060452752,-0.897253673,12.59,6.105928339,0.02281248,1.102651443,0.856164887,0.088215712,2.29,0.42,0.48,283.15,Georgia
18.67692606,0.136630382,4.12820911,1.360246382,1.415949601,5.697,11.17511521,0.089544908,0.668891856,5.335457529,0.000263435,1.45,1.8,0.26,297.92,Eritrea
1.254721216,0.161804808,10.28574848,0.00799312,0.589387255,5.34,9.643547941,0.784528566,1.343896494,0.058952706,0.024075983,2.02,0.37,0.49,282.66,Austria
4.568589609,0.299469331,8.37179852,0.198961837,1.09917146,17.32,8.609566843,0.714159162,8.371192953,0.872009325,0.007775687,2.37,0.63,0.55,290.37,Argentina
14.51589474,0.143552012,2.47383666,2.865488664,3.018442761,9.869,13.24621733,1.316067622,0.90450797,88.09701036,0.000277351,0.91,3.12,0.24,303.08,Mauritania
2.621495341,0.161180078,9.06693172,0.005740778,-0.32766904,26.09,44.10361282,0.768608082,3.792255715,0.828388293,0.185237832,1.34,0.74,0.4,286.71,Spain
5.352890965,0.11566734,9.85177708,0.088311267,0.19906237,5.02,2.427323768,0.179785276,2.765627354,0.040779863,0.133812829,3.1,0.94,0.66,299.67,El Salvador
13.30148771,0.839397704,4.38285255,0.09285694,0.669999568,4.24,40.32807,0.033827816,0.624035729,3.309628333,0.021776872,2.18,0.55,0.4,285.06,China
41.8319889,0.11358844,5.82295084,6.150226583,2.225601466,3.068,1.495726496,0.02237463,0.587402375,0.272682743,0.366171086,3.73,1.46,0.62,300.49,Guinea-Bissau
1.30483724,0.126292979,8.78868103,0.006637577,1.297189391,3.21,2.105475285,6.894013435,3.867364322,0.005575874,0.004404404,2.31,0.21,0.47,279.84,Norway
11.44906829,0.148135381,6.36362219,0.551776894,2.026228097,3.082,5.742097081,0.052714948,0.894298163,0.223415881,0.197674419,3.64,0.59,0.69,297.32,Guatemala
0.783533939,0.109261674,9.48092842,0.011478617,1.270618074,3.35,8.428299008,0.409231198,2.781576161,0.019163736,0.015253797,2.23,0.28,0.57,281.72,Switzerland
0.268763501,0.507263903,3.10821271,0.058197409,7.377996757,1.107,191.7633229,0.021525164,7.65950814,58.484621,0.3625731,0.44,1.31,0.21,299.32,Bahrain
8.583153823,0.175862642,5.76006603,0.120904853,2.742806351,8.244,1.260294485,1.974822629,0.826317231,0.035729937,0.206451613,3.54,0.78,0.64,298.88,Belize
20.03451643,0.100147621,4.75429106,1.980184154,2.202145562,2.76,33.23990107,0.197260447,0.353271534,1.07473644,0.019182048,2.49,0.94,0.51,294.99,Kenya
15.85753191,0.120577148,3.70858574,2.876308882,2.780670968,3.06,1.560430108,0.07588486,0.989891352,0.018553463,0.135677847,3.19,1.66,0.44,299.7,Cameroon
2.867464589,0.338110687,6.26256561,0.045569746,2.298160561,5.89,955.9583333,5.920732968,5.105751618,32.02640543,0.000910735,0.59,2.68,0.25,298.4,Saudi Arabia
2.107008191,0.223385156,9.7056284,0.016150109,0.72943079,8.61,28.47456885,0.234899944,3.188832572,0.253455756,0.038188286,1.77,0.38,0.55,284.65,France
3.935344193,0.300029908,5.4793458,0.047098769,-0.966400801,12.06,1.396110784,0.733792605,2.105590062,0.016857195,0.007585335,2.62,0.26,0.42,279.63,Latvia
2.065810984,0.149205022,9.39439487,0.014692647,-0.315459017,11.07,17.17018284,0.624785541,1.78442947,0.944726647,0.210263524,1.71,0.74,0.53,289.27,Portugal
4.537878897,0.170672014,9.49909592,0.070615207,1.015808349,9.22,10.45666408,4.779035688,11.300123,0.834282025,0.009854057,1.82,0.85,0.51,290.98,Argentina
2.469339655,0.447360033,5.32572365,0.053219622,-1.298245131,2.94,116.7142857,6.487300531,6.286505392,2.376563041,0.022804384,0.85,1.7,0.24,299.62,Oman
3.925540447,0.664163633,4.98252153,0.019290052,-0.456188535,4.59,19.8474026,2.092814169,2.172488182,1.130469395,0.009075005,2.36,0.27,0.44,279.73,Estonia
8.800531143,0.19245341,7.81824636,0.178198266,1.909683263,3.81,6.782352941,0.847735955,1.776697951,0.218529618,0.270168856,3.04,0.4,0.54,294.56,Ecuador
12.70551146,0.494329621,5.47733593,0.062933422,-0.569786273,7.72,6.669787473,0.160826055,1.129607939,0.929490308,0.030360934,1.93,0.45,0.46,283.74,Romania
2.095868576,0.15651386,9.30583763,0.015547206,-0.24388941,8.87,12.37988748,0.656261315,1.829014371,0.474485283,0.209768718,1.54,0.88,0.48,289.87,Portugal
2.960262013,0.301755071,4.464518593,0.039271829,0.472667096,7.45,974.1666667,5.844182909,5.364157067,33.55363354,0.000953363,0.53,2.54,0.22,298.04,Saudi Arabia
15.24154756,0.286322945,7.17936182,0.058964407,-0.676510249,10.625,39.86282025,0.042234801,1.788389148,10.1652754,0.02700831,1.96,0.34,0.31,278.57,Armenia
30.6846973,0.042900211,6.29022646,3.016255994,2.18870609,1.477,10.19286754,0.004787852,0.137371761,0.251249976,0.17215937,2.96,0.77,0.61,293.35,Burundi
9.122534372,0.154683994,2.60579467,1.634552187,3.617677518,9.584,1.871883289,0.975102107,1.735678722,0.003858033,0.005245327,2.5,1.27,0.41,295.98,Angola
6.22570969,0.106217119,7.62541389,0.10906059,1.895586751,9.11,4.063461168,1.443843404,4.202372282,0.110277976,0.078214661,3.51,0.74,0.66,297.88,Colombia
2.096596213,0.201325751,8.49823952,0.008788699,0.075190689,8.96,6.064908722,0.713532808,1.163612367,0.099974139,0.086132784,2.16,0.43,0.6,284.51,Slovenia
11.91438409,0.601675199,5.37136793,0.066418453,-0.721262297,6.95,7.965546297,0.094860669,1.123683316,1.463968247,0.031418919,1.75,0.55,0.39,283.5,Romania
2.065236762,0.150769295,8.85689163,0.009064572,-0.096376133,11.9,29.92344406,0.283112017,2.285690816,0.344074099,0.189030514,1.75,0.58,0.53,287.88,Italy
1.083432296,0.362783592,9.92069149,0.009959914,0.168225361,7.77,60.16887786,0.134098638,3.027386226,0.624685067,0.012210872,1.99,0.3,0.54,282.32,Germany
18.89471122,0.118742642,5.20212841,2.1557974,2.655435058,2.859,26.53256389,0.117471915,0.315252989,0.853853252,0.019182048,2.77,0.93,0.5,294.75,Kenya
0.9799251,0.527626202,6.02267027,0.053697946,0.653834662,2.43,20.32648126,0.228714053,1.142199182,0.109619555,0.407407407,3.35,0.75,0.62,299.51,Trinidad and Tobago
32.12537956,0.227382116,3.3024261,2.514798382,2.596251196,4.259,3.391634981,0.017140915,0.542852735,0.121213149,0.042613636,3.42,1.18,0.49,300.25,Togo
24.65547594,1,5.11781693,0.098102596,2.572853063,10.28,128.6401282,0.035422246,1.129880088,125.070377,0.061753421,1.27,1.28,0.29,291.02,Syrian Arab Republic
1.253035674,0.115782274,8.92953396,0.005451334,1.209141589,3.42,2.094144487,6.832432008,4.072537283,0.005316044,0.003001795,1.98,0.23,0.46,279.22,Norway
1.71472562,0.31682823,1.66347969,1.669488701,4.539539683,8.129,0.17905468,0.02864658,1.274433098,0.000173239,0.35147669,4.3,0.35,0.57,296.42,Equatorial Guinea
1,0.038564057,1,6.75579699,2.49721206,19.174,24.52774059,0.061245594,0.647717911,29.16824009,0.000634518,1.77,1.29,0.37,299.88,Somalia
10.72274975,0.114400999,6.07316971,0.444615188,1.777495787,2.76,5.742097081,0.115990172,0.960784314,0.183438705,0.267775573,3.52,0.69,0.69,297.78,Guatemala
4.23578566,0.406413475,6.59577608,0.017201857,-0.644281363,6.82,45.23837682,0.656221023,2.566715412,3.806629359,0.032803181,1.85,0.54,0.47,285.38,Bulgaria
0.628433476,0.171010391,10.76264191,0.008585116,0.506300002,7.83,51.5115519,0.231190658,47.05382028,0.312934122,0.017026947,1.68,0.31,0.61,283.91,Belgium
11.81947682,0.121824581,4.00972605,0.106002403,0.936752887,7.67,90.78541374,0.005712108,0.224035154,6.916678049,0.386454183,3.31,0.86,0.63,299.85,Sri Lanka
26.82615619,0.196563587,2.69675088,2.792174286,2.947742313,0.935,0.975243811,0.023421852,0.726191504,0.018850142,0.14084507,3.28,1.56,0.48,300.4,Benin
18.34783934,0.106503692,4.91267347,2.155795657,2.294178016,2.796,26.54245672,0.204896973,0.337273834,0.749625906,0.019182048,2.59,0.89,0.51,294.71,Kenya
0.109942375,0.333713819,2.07008052,0.038269061,19.36042866,0.52,388.4482759,0.348707233,47.00768123,1.221017598,0.039393939,0.76,1.99,0.17,300.44,Qatar
13.94231166,0.148623643,10.00543404,0.043651728,-0.540251082,13.21,54.75085737,0.684963016,1.713630566,8.9800164,0.035235199,1.91,0.41,0.39,281.06,Armenia
29.01190049,0.076294499,7.39932251,2.883537549,2.983823553,1.017,10.19286754,0.006032642,0.14984822,0.247524052,0.17215937,3,0.69,0.61,292.82,Burundi
0.957580201,0.120915155,10.34411812,0.009757798,0.70642385,6.28,21.95240671,0.677968081,7.016674683,0.036288838,0.01034512,1.56,0.25,0.58,282.48,Denmark
8.798797814,0.171360043,5.63032866,0.08995655,2.494326026,8.244,1.260294485,1.99698857,0.825750383,0.035286615,0.203821656,3.39,0.73,0.66,298.5,Belize
2.411716115,0.798479474,6.938416,0.548024162,0.935290169,19.866,43.49786941,0.210487113,1.438608043,1.620823647,0.003893124,1.83,0.88,0.4,290.68,South Africa
37.30779732,0.082760696,3.88156676,2.665617458,3.126669914,1.619,8.00308642,1.323635325,0.75858188,2.796497012,0.003640688,1.98,2.5,0.35,301.99,Mali
8.340968872,0.284361695,6.363585,1.430788389,2.043619899,6.279,31.34622606,0.639893931,0.475731594,4.337607732,0.00617284,1.89,0.91,0.46,293.67,Zimbabwe
5.156685902,0.213970218,10.22933674,0.095409435,1.078001344,7.524,10.45666408,4.317279974,10.7688596,0.817966457,0.008540556,2.08,0.74,0.52,290.94,Argentina
0.588365897,1,1,0.037886686,-0.545401894,15,22.6229069,0.098413008,15.35055592,0.13534269,0.171606864,3.1,0.66,0.7,297.94,Puerto Rico
19.99018136,0.159486989,6.44164276,0.012194411,-0.207047,18.05,6.460216346,0.51497627,1.294788535,0.385633927,0.068466903,2.13,0.46,0.57,286.71,Albania
8.216938879,0.075159175,3.88992047,0.062990363,0.456782306,4.52,90.78541374,0.044265857,0.223331376,3.728196229,0.364963504,3.59,0.73,0.65,299.67,Sri Lanka
2.107787493,0.643412919,7.79358244,0.54622815,1.193036004,23.18,47.58713269,0.562213081,1.646763009,1.581877599,0.004437977,1.99,0.89,0.42,290.8,South Africa
24.94357831,0.238468639,2.93837667,2.332294756,2.606314157,4.09,2.844106464,0.012039843,0.521259603,0.080463412,0.037572254,3.47,1.16,0.52,300.19,Togo
16.38719035,0.127797532,3.49997187,2.917256456,2.846622005,3.766,1.560430108,0.093958313,1.038902255,0.017586157,0.14495866,3.55,1.61,0.44,299.93,Cameroon
3.423190601,0.131436973,6.19332647,0.015096031,-0.859827343,10.7,2.578226388,1.541056934,2.040252949,0.020366548,0.011549925,1.83,0.32,0.46,281.17,Lithuania
15.73674479,0.122792908,8.62854576,0.214637372,1.370695685,5.937,2.220900209,0.95127528,1.43973846,0.080639333,0.056465943,3.29,0.6,0.68,298.11,Nicaragua
5.147782819,0.131599894,4.12601566,0.300728475,1.10483768,5.86,39.55331412,0.335761715,4.283736659,2.550224458,0.146150679,3.06,0.8,0.64,297.72,Dominican Republic
4.948552528,0.174159789,5.02168465,0.021453857,-0.374575498,6.8,5.881471772,0.624980638,1.169197397,0.540022344,0.030730296,1.98,0.44,0.49,284.61,Romania
7.910288868,0.080413394,3.40384603,0.083660911,0.751749909,3.88,90.78541374,0.056371938,0.222434111,4.300237194,0.364963504,3.66,0.88,0.6,299.91,Sri Lanka
27.18621232,0.124601549,10.5908175,9.488698809,0.742516834,8.04,54.75701944,0.000156446,0.284835091,56.11133184,0.001854157,0.89,1.32,0.18,287.23,Afghanistan
16.69294182,0.100802397,3.39752436,2.330479215,2.833798095,3.598,1.560430108,0.449645205,1.261266762,0.012446362,0.158974359,2.93,1.61,0.44,299.94,Cameroon
3.53561117,0.299547555,7.77566671,0.017702378,-0.155716485,7.49,9.570523892,0.418716282,2.020691738,4.327614911,0.033912894,1.86,0.46,0.46,284.29,Hungary
3.917085528,0.167847354,7.23183966,0.02104652,-0.275368757,10.18,9.067357513,0.664752629,2.32811928,3.967016313,0.034620506,1.69,0.51,0.5,284.81,Hungary
2.095482699,0.159361716,9.40486622,0.009114159,-0.548815211,16.19,17.57229924,0.543953274,1.656183595,1.035708074,0.201561698,1.65,0.75,0.53,288.66,Portugal
10.32816694,0.303881207,6.89451647,0.216860191,1.032360859,15.36,8.97889196,0.851767452,8.695559434,0.977963635,0.007745735,2.12,0.78,0.52,290.54,Argentina
0.311756722,0.314315405,6.6364212,0.019803493,1.595051918,4.73,4.240464345,0.39496293,6.697636825,0.005239279,0.015503876,1.95,0.31,0.59,282.81,Luxembourg
3.185432653,0.280859045,3.41867018,0.058795603,3.062429874,6.05,894.8203125,1.119447796,4.257347143,43.05184903,0.001249158,0.6,2.47,0.22,297.77,Saudi Arabia
1.026569351,0.099488835,10.09764194,0.008732566,0.495838926,5.13,29.90310979,0.671904168,7.246742537,0.062191049,0.011775878,1.33,0.34,0.57,283,Denmark
16.28260111,0.122825725,2.86799884,2.706682946,2.896122114,9.967,13.24621733,1.707296286,0.972620034,80.96677774,0.000277351,0.94,3.04,0.26,302.92,Mauritania
2.956971825,0.784677822,6.67774487,0.409141947,0.910100943,20.088,42.13478164,0.170792414,1.375184077,1.636992609,0.004080467,1.83,0.86,0.4,290.32,South Africa
29.42411913,0.2451791,4.35117149,0.391342437,-0.38421525,11.538,3.352511416,6.262449118,0.36740917,0.255862806,0.024122355,3.44,0.58,0.56,299.14,Guyana
4.328519223,0.266100476,5.64800453,0.01179139,-1.628401126,8.32,17.01802451,0.683295852,1.997152705,1.110592324,0.014028904,2.15,0.28,0.42,280.02,Lithuania
1.055657092,0.151484799,1.26357567,0.945167598,4.195936394,8.191,0.183503244,0.327659572,2.225806452,0.000100056,0.28515139,4.02,0.38,0.51,296.18,Equatorial Guinea
21.65123536,0.16240793,2.82844954,0.729230547,1.537172403,4.08,118.2381449,0.053817046,0.578930748,213.4017687,0.021459692,2.41,1.85,0.37,298.45,Pakistan
23.50395072,0.149659187,6.12556028,1.325386139,3.072739164,3.347,1.660448446,0.171278951,0.50060024,0.139704992,0.007446914,2.16,0.95,0.53,296.44,Mozambique
25.12918271,0.17193738,2.14016924,0.958847108,2.110834578,0.8,110.1036746,0.03105214,0.543257508,256.4397437,0.02326358,2.57,1.62,0.39,297.75,Pakistan
3.010348024,0.274925227,6.5601325,0.002621591,0.012480099,4.89,34.89096573,0.61266796,1.506579772,0.367051823,0.026552344,1.85,0.31,0.49,282.16,Poland
1.862225893,0.331849492,11.03318405,0.021756813,1.132348655,7,3.706642637,22.63402923,4.347593583,0.028911863,0.003066322,1.66,0.36,0.34,278.31,Canada
27.99699364,0.06233488,4.56768799,6.776407765,3.378127749,1.13,4.294921875,0.645569369,0.299697171,0.505931429,0.0007564,1.8,2.44,0.35,301.71,Chad
41.17449856,0.103186463,4.10098124,5.277051919,2.839622994,2.5,24.04006116,0.003200054,0.18623962,2.13688653,0.022863267,2.58,0.95,0.47,291.64,Ethiopia
26.77091903,0.070530541,3.95109582,2.545740879,3.148992806,4,7.820267686,0.009265453,0.274486063,0.769681386,0.006381039,2.44,2.32,0.35,302.01,Burkina Faso
7.283685729,0.608786456,6.89011478,0.018979814,-0.752977445,10.08,46.98469953,0.283267885,2.39951047,4.798186786,0.035707502,1.98,0.39,0.49,284.19,Bulgaria
15.58094288,0.089836058,7.04994965,1.773055144,3.178936469,15.294,2.835497836,0.073089567,0.573069058,0.303482105,0.001528585,2.52,1,0.5,294.41,Zambia
0.041432188,0.117246554,3.19488454,0.015095082,5.321517083,3.96,284.45575,0.009980584,inf,2.249258032,0.142857143,2.96,0.51,0.47,299.43,Singapore
15.24154756,0.274145871,5.8618803,0.052307523,-0.605237484,10.218,55.90074642,0.049077901,1.773002052,15.88299203,0.031152648,1.89,0.35,0.35,279.09,Armenia
11.42800452,0.551745105,3.79951382,0.130844036,2.17135598,5.38,3.395007342,23.19647277,2.169069878,0.045774095,4.41E-05,1.3,0.46,0.28,273.58,Mongolia
10.43703712,0.960783893,6.16856956,0.022409533,-0.758571027,8.59,20.37159886,0.042603263,2.086134,4.578276631,0.021860038,1.79,0.38,0.42,282.13,Ukraine
1.339181259,0.098504342,3.06150365,0.895590561,1.988307013,27.194,6.333333333,0.163914452,3.347637059,0.045348192,0.013622473,1.67,1.6,0.26,299.8,Djibouti
18.67692606,0.136630382,3.518888,1.690181843,0.754064581,5.807,11.17511521,0.042350784,0.634708123,5.335457529,0.000263435,1.44,1.86,0.26,298.26,Eritrea
45.88269426,0.082578784,4.64983416,3.78402986,2.803575935,2.387,27.02810676,0.007024768,0.203514262,1.813960235,0.029641275,2.41,1.03,0.45,292.1,Ethiopia
23.06293464,0.220951158,2.70006347,1.8086152,2.50885976,0.587,107.4237777,0.012169867,0.501050736,358.5403873,0.018002386,2.52,1.98,0.32,298.46,Pakistan
5.186240854,0.51017971,4.54581785,0.207686143,0.480782489,6.767,11.85636409,0.05178599,1.119137935,1.080607924,0.235546039,3.55,0.62,0.67,298.08,Jamaica
6.198384502,0.240909108,3.54797316,4.506650555,3.413321212,4.043,1.80259947,0.025497716,1.157264589,0.00847841,0.005963817,3.19,1.05,0.45,295.37,Angola
4.51052753,0.731946765,2.73641348,0.053874566,1.413271477,5.77,33.02357836,5.226760754,1.316262479,6.011132404,0.000535545,1.12,0.67,0.21,278.14,Kazakhstan
2.25370769,0.183861644,9.64523888,0.012635526,0.329383886,9.38,6.464785393,4.793211415,5.768189509,0.029615913,0.00145157,1.67,0.22,0.49,280.59,Finland
32.9733683,0.145109122,4.94373512,2.372074683,2.559759808,2.09,3.391634981,0.034442318,0.640985248,0.085247704,0.044502618,3.25,1.18,0.5,300.24,Togo
0.29059524,0.428086542,4.51235688,0.037510879,3.291633803,1.169,133.7068966,0.051333883,8.247272055,17.9333844,0.348837209,0.66,1.24,0.25,299.5,Bahrain
1.053364132,0.273977806,7.77935696,0.008578504,0.114908848,3.89,38.04597701,0.211579206,7.43597098,0.3660181,0.069677419,2.48,0.34,0.49,284.36,Japan
1.022910541,0.339235893,9.32808685,0.012050207,0.432788248,7.36,79.88493038,0.156497396,36.73584906,0.895437871,0.015309423,1.92,0.31,0.57,283.5,Belgium
7.091570558,0.388749179,2.06678391,0.079992317,1.098586574,6.62,53.62773239,0.11680025,1.109215161,61.17775643,0.046488646,1.68,0.71,0.44,286.65,Azerbaijan
12.19112794,0.265738639,8.47723007,0.202698731,1.895959147,5.65,4.621268764,0.222265175,1.167222921,0.145298768,0.160142349,3.44,0.61,0.68,296.05,Honduras
0.862737495,0.212340158,1.91436803,0.090714305,1.196115463,6.86,3.466465712,0.869825228,3.225114078,0.007670804,0.447761194,3.86,0.44,0.65,299.24,Brunei Darussalam
26.74885451,0.112810392,3.5801971,6.492108299,2.727384843,3.763,9.528527132,0.054089339,0.74179614,0.191363796,0.099033735,2.54,1.92,0.38,300.71,Nigeria
1,0.038564057,1,8.045746413,3.613590936,19.312,24.52774059,0.065320863,0.551133103,29.16824009,0.000608423,2,1.23,0.42,299.47,Somalia
13.7166831,0.225894294,2.82385564,0.682823472,1.311847596,8.06,21.49088802,0.046257004,0.906032593,2.303192833,0.377358491,3.88,0.47,0.67,298.28,Indonesia
7.761312484,0.62623811,7.11666059,0.028981625,-0.246976481,7.53,16.68113501,0.448149127,2.203280159,2.682350269,0.021648062,1.87,0.55,0.39,282.89,Ukraine
2.468942516,0.119043038,9.13947964,0.00331352,0.717715637,14.1,39.82890252,0.961503843,4.145356316,0.579736816,0.188787363,1.25,0.85,0.38,287.9,Spain
1.038947445,0.200572687,10.75110722,0.004439587,-0.140464978,2.35,36.04597701,0.266914864,11.04529029,0.313174499,0.062087787,2.55,0.34,0.51,284.86,Japan
1.108281081,0.255721366,9.0630064,0.007872462,0.017960542,5.1,37.24348112,0.222593465,9.883761428,0.361701713,0.067711735,2.62,0.32,0.48,284.42,Japan
0.662940575,0.106126565,9.94159698,0.011309848,1.041558058,4.81,8.036613272,0.423697247,2.788883416,0.017273404,0.015639255,2.06,0.27,0.51,280.87,Switzerland
31.79489534,0.121435122,3.31599975,4.442411155,1.395302279,11.94,5.641024747,0.000721964,0.188057645,0.102842985,0.14808462,3.5,0.65,0.62,292.07,Rwanda
26.21006854,0.171765222,8.56967163,5.652984018,2.894904104,8.068,54.75701944,0.092548789,0.311251852,54.36534081,0.003112553,1.1,1.22,0.22,287.49,Afghanistan
17.26971088,0.122408047,3.57742167,2.887198775,2.851215315,4.11,1.560430108,0.102256229,1.064366962,0.017090694,0.154639175,3.13,1.64,0.44,300.07,Cameroon
2.558918387,0.404963631,6.587708,0.004111281,0.067763227,8.17,39.84077535,0.473409508,1.564365576,0.621781896,0.02388117,2.01,0.32,0.47,281.74,Poland
1.256515167,0.210583605,9.21471977,0.009283073,0.586532692,4.22,1.960956002,6.251351626,3.363763309,0.005469451,0.004807692,2.56,0.24,0.49,279.7,Norway
6.057457826,0.186925081,4.92355442,0.252014902,1.314837822,5.21,39.55331412,0.155173079,2.809959233,3.873381588,0.166875261,3.51,0.68,0.66,297.58,Dominican Republic
7.639245074,0.193540681,6.06179619,0.163953668,2.046871171,7,1.260294485,2.768136812,0.834694065,0.030206937,0.188235294,2.96,0.63,0.65,298.78,Belize
4.984638611,0.295122826,2.93238807,1.105630091,2.868813028,16.91,0.502166065,0.864569503,4.698655117,0.001130618,0.081250493,4.47,0.52,0.52,297.8,Gabon
18.91912528,0.960479068,5.18856382,0.323421831,0.886457738,6.2,3.711736135,1.265169813,1.457243955,0.178425713,1.54E-05,1.42,0.47,0.24,273.55,Mongolia
4.033035106,0.404485183,7.09571743,0.017815673,-0.658275447,10.28,44.05351467,0.678610184,2.61036898,3.555026376,0.032462391,2.14,0.47,0.49,285.12,Bulgaria
1.953266182,0.496910751,9.58549213,0.262304534,2.09677759,14.7,77.3183235,0.080419866,3.604687572,3.693125025,0.086105675,0.96,1.13,0.23,291.82,Jordan
30.12268127,1.762223779,5.14164925,0.11290503,1.223831519,10.113,150.8316605,0.018662244,0.889930451,496.6654322,0.012682097,1.95,1.07,0.31,287.72,Uzbekistan
16.60714389,0.109196528,2.70252752,3.518917808,2.260471866,9.723,13.24621733,0.327705878,0.75432441,92.10741573,0.000277351,0.88,2.94,0.26,302.48,Mauritania
9.131941583,0.207667812,8.0144434,0.081168536,-0.80216404,19.63,5.651241857,0.479608268,1.268551076,0.410624212,0.051179168,2.26,0.41,0.49,282.88,Georgia
0.778860195,0.262526263,10.05132961,0.009035692,-0.133718573,8.66,44.21600877,0.318551026,3.2333418,0.31242402,0.011681416,2.2,0.33,0.57,283.36,Germany
5.613306559,0.149811841,9.05235958,0.094433807,0.394479107,3.69,3.521951896,0.077409054,2.128519585,0.090616649,0.157156673,3.03,1.01,0.65,299.62,El Salvador
18.35545923,2.075313609,6.25892353,0.048732212,1.269573301,8.151,143.5600206,0.073520307,0.880123336,4714.444579,0.00171184,1.3,1.47,0.26,290.48,Turkmenistan
2.117890672,0.540225041,8.62482357,0.013642156,1.086350966,7.22,4.305331898,17.39886603,3.952947003,0.051767496,0.002691322,1.41,0.41,0.29,277.82,Canada
1.659504476,0.198819434,10.53898716,0.010600097,0.370055035,5.82,20.35314221,0.186884276,7.762705924,1.409318427,0.019438562,2.26,0.28,0.53,283.31,Netherlands
4.178854038,0.106914991,6.27236223,0.017529534,-0.550759893,5.03,6.00692819,0.936971401,1.183120115,0.462604179,0.030608491,1.66,0.57,0.51,285.35,Romania
1.802738541,0.194170202,8.95162296,0.009658137,0.45561345,7.75,29.60034093,0.244349281,2.145544336,0.330975178,0.18440325,1.84,0.57,0.5,287.42,Italy
4.768439716,0.270048278,2.81939769,0.523452784,4.665418597,9.263,58.76470706,0.11256412,2.288932741,31.29090747,0.028204767,1.22,2.11,0.27,294.34,Iraq
5.202702096,0.424356469,7.9878397,0.005052698,0.519884464,10.46,18.46206757,0.129765025,2.691807878,0.684483324,0.134155013,1.67,0.73,0.45,287.88,Greece
37.90293247,0.066234109,7.26787424,9.197639187,3.448140621,0.823,4.205859375,0.023659899,0.277171831,1.303216864,0.000615637,2.47,2.44,0.33,301.48,Chad
3.196748798,0.360128733,6.2400856,0.003533808,0.053769709,9.63,41.22533749,0.49840583,1.549719531,0.615723384,0.026388795,1.67,0.34,0.48,282.08,Poland
30.07605696,0.088700682,4.49078751,0.780397881,0.235525469,10.531,8.311832662,0.058478287,0.211504446,2.131664836,0.050473186,3.02,0.92,0.51,294.29,Nepal
6.686492598,0.2165475,7.88604879,0.161556279,0.495758085,6.96,9.508671241,0.005190298,1.466942964,0.83618573,0.183674969,2.75,1.09,0.64,299.23,El Salvador
9.749419994,0.28511508,3.83787704,0.371894211,1.375930803,27.3,81.71052014,0.049321379,1.545306455,3.014235477,0.014460595,1,1,0.28,289.65,Algeria
1.650287193,0.136944724,11.18497562,0.019208521,0.482694782,8.81,26.39061543,0.652088657,3.677706053,0.191856766,0.034877037,1.71,0.45,0.57,285.77,France
8.769342903,0.226609355,6.80123425,0.197119147,1.532423238,3.08,6.782352941,0.636248154,1.711864407,0.232548309,0.195527752,2.81,0.39,0.54,294.09,Ecuador
4.041989546,0.176220265,9.75300503,0.026083222,1.360643634,11.14,8.982121089,3.327386044,7.147967082,0.57478371,0.031699554,2.24,0.46,0.57,284.63,Chile
1.820734712,0.346295177,6.90668821,0.011981503,1.767805874,10.71,120.1506916,0.085536166,10.87648456,1.197902624,0.137185535,1.59,0.92,0.35,292.49,Israel
0.404756604,0.371596251,2.35702467,0.030639279,2.443137206,1.7,2278.692308,0.189721264,inf,0.005571213,0.02,0.32,3.02,0.19,299.62,Kuwait
1.519351222,0.080228783,2.01711535,0.647047926,1.576239752,26.315,6.333333333,1.280776962,3.527960154,0.039730616,0.013619271,1.15,1.97,0.13,301.53,Djibouti
22.85457446,0.190872549,7.28134489,1.023138277,3.129155499,3.454,1.751486326,0.198749351,0.536712051,0.13062267,0.007315341,2.04,1.02,0.51,297.15,Mozambique
2.979202811,0.384535644,8.02119827,0.008844359,0.123915442,5.92,6.079783638,0.281106402,1.034877806,0.125496918,0.059405941,2.05,0.37,0.58,284.09,Slovenia
0.036148989,0.110817536,3.20265388,0.008693081,1.771832879,4.12,219.91125,0.009817733,inf,1.172381646,0.135135135,3.36,0.55,0.5,300,Singapore
3.259542151,0.136459096,6.1332593,0.037158871,-0.913885332,9.64,1.095214302,2.535463335,2.127052128,0.007306453,0.004142931,2.07,0.27,0.45,280.38,Latvia
13.92921271,0.201990708,2.7908783,0.520272016,1.251517291,5.61,24.22610711,0.084021101,0.996565907,2.48400944,0.377697842,4.06,0.39,0.69,298.46,Indonesia
41.13234659,0.113008171,9.96897411,3.60094493,2.647941932,3.163,1.495726496,0.053552411,0.7157073,0.193800348,0.319960683,3.8,1.3,0.63,300.13,Guinea-Bissau
0.684659216,0.212741552,1.898314,0.089791569,1.238626871,6.77,3.466465712,0.825633589,3.166145898,0.007478394,0.447761194,3.97,0.47,0.66,299.43,Brunei Darussalam
0.833588856,0.215183847,10.67432022,0.011848625,0.535079062,6.41,17.83937263,0.628922733,6.492881762,0.026027699,0.002277904,2.14,0.28,0.53,282.06,Denmark
