"Agriculture, forestry, and fishing, value added (% of GDP)",CO2 emissions (kg per PPP $ of GDP),Current health expenditure (% of GDP),Lifetime risk of maternal death (%),Population growth (annual %),"Unemployment, total (% of total labor force)",Level of water stress,Internet Penetration Ratio,Urbanization Ratio,Freshwater Withdrawals to Water Productivity Ratio,Cropland Ratio,Water Use (mm/day/yr) - Cropland,Vapor pressure deficit VPD,Normalized difference vegetation index NDVI,Air Temp (Kelvin),Country
1.382462598,0.132504412,10.30918217,0.007115232,0.507053283,6.93,26.74959438,0.680360948,6.942811755,0.055144168,0.010416451,1.78,0.28,0.58,283.33,Denmark
0.48399919,0.577079613,4.43451166,0.095626023,0.578923597,7.95,18.68198307,0.10857735,1.220593787,0.126951869,0.407407407,4,0.64,0.62,299.46,Trinidad and Tobago
17.59533673,0.261918071,4.93049145,0.299142169,1.671348097,13.52,3.298401827,19.38055049,0.364051779,0.170781619,0.032225579,3.46,0.57,0.57,299.21,Guyana
7.083976852,0.169077577,8.45436001,0.810878478,1.688468173,20.002,0.861552567,15.08411863,1.042567098,0.114709686,0.000257666,1,2.21,0.28,298.06,Namibia
6.796762159,0.601697524,9.01888275,0.010718395,-1.734037585,27.31,2.891102258,0.574324182,0.836817163,0.035202062,0.048973881,2.62,0.34,0.52,283.34,Bosnia and Herzegovina
30.17296341,0.088064229,5.17354631,1.387324895,2.138239359,7.407,0.833333333,0.016244215,0.391265634,0.009307068,0.398496241,2.82,0.57,0.64,296.42,Comoros
2.053091392,0.531944023,9.01090145,0.014716906,0.901372739,7.57,4.28859751,18.18955785,3.99176359,0.048978658,0.00266361,1.46,0.38,0.28,276.52,Canada
14.68662702,0.207033687,3.50687575,2.615763718,2.637543888,10.104,12.35101406,0.11545707,0.752756209,1.524811486,0.005929919,1.41,1.93,0.34,300.6,Senegal
7.543077591,0.251674171,3.35510349,0.368758402,1.441137296,12.27,94.97908592,0.52542654,1.82430028,3.202707473,0.022049003,1.08,0.96,0.29,289.41,Algeria
1.124981308,0.225798002,10.65891552,0.006784311,-0.051137415,3.13,36.64367816,0.267281799,10.70548987,0.329853918,0.064191456,2.56,0.32,0.5,284.15,Japan
28.62265753,0.083698086,4.63012981,0.708950384,0.185921857,10.502,8.311832662,0.069629172,0.21676705,2.059079142,0.051443824,3.06,0.75,0.53,294.09,Nepal
8.942893962,0.616564038,4.71490669,0.048983534,0.666072978,4.6,44.02506537,0.316636337,1.128248239,1.342873916,0.03064666,2.44,0.59,0.42,284.94,China
7.318954597,0.239510371,8.1826973,0.143873717,0.992294094,7.84,9.902204755,1.910313771,9.559662091,0.817747216,0.007871109,1.71,0.88,0.47,291.07,Argentina
1.339181259,0.098504342,3.299927,0.844698144,1.849338944,26.873,6.333333333,0.22832724,3.37407051,0.045348192,0.013619271,1.53,1.72,0.22,299.85,Djibouti
5.517520426,0.22079523,9.65163612,0.019965825,0.548220797,6.93,6.143439283,4.876886968,6.225955633,0.107995616,0.006369654,1.92,0.32,0.67,283.78,New Zealand
3.283897121,0.197167411,6.29453707,0.015347467,-1.028483175,5.83,13.37130497,1.082133686,2.016409266,0.559848966,0.010254107,2.62,0.3,0.47,281.42,Lithuania
0.627943992,0.270870863,3.4251945,0.017961407,1.041344608,2.171,1747.454545,0.696678707,5.556947085,14.45570572,0.10512344,0.17,2.6,0.16,301.38,United Arab Emirates
28.63165633,0.081255799,4.39346027,0.621622753,0.8338601,0.723,5.801501397,0.094626229,0.421464108,1.803950116,0.119537682,2.86,1,0.48,298.46,Myanmar
15.49109984,0.196428374,4.29703569,2.966473082,2.459968005,6.641,11.89718466,0.038774201,0.691990119,1.685169581,0.0057924,1.22,1.79,0.31,300.16,Senegal
3.553520705,0.919650985,4.70329475,0.028279319,-0.633433796,10.03,15.2965368,1.275987095,2.237922549,0.998048747,0.025207677,2.09,0.32,0.4,279.32,Estonia
58.75613744,0.094555679,20.41341209,2.897516564,2.408687161,4.437,0.495794393,0.062604862,0.690017069,0.006618728,0.04178273,4.05,0.69,0.63,298.7,Sierra Leone
9.120577403,0.764697441,7.60725927,0.019857576,0.372139796,26.537,2.480743692,0.014652676,0.745139786,0.035955135,0.045625588,2.27,0.37,0.56,283.54,Bosnia and Herzegovina
3.332407116,0.139610256,6.29731894,0.019618655,-0.04525571,3.42,7.708246978,0.750651409,2.526590492,2.252510667,0.032398636,1.73,0.55,0.51,285.89,Hungary
12.91664817,0.89113127,4.29347467,0.084212085,0.593932815,4.49,40.42155388,0.05308359,0.699062118,2.744141514,0.023258317,2.23,0.58,0.4,285.08,China
1.35951412,0.163986371,8.32839584,0.009580365,0.681072964,4.38,2.083030961,6.477281131,3.479283315,0.005778269,0.004826255,2.19,0.25,0.52,280.19,Norway
7.576844504,0.235174688,6.12299299,0.111491779,1.253824927,18.33,81.68499099,0.55060599,2.02462041,5.98775012,0.237688642,0.97,0.88,0.31,290.56,Tunisia
31.52738103,0.052146614,5.03434181,5.438419946,0.428340362,5.737,0.335648148,0.374873867,0.674396799,0.002198243,0.015748031,3.58,1.66,0.57,300.21,Central African Republic
0.706141843,0.254353718,1.91712439,0.095805272,1.647310838,6.21,3.466465712,0.59634466,2.777719013,0.007585177,0.485436893,4.19,0.49,0.64,299.49,Brunei Darussalam
34.16687282,1,4.081440713,0.078757037,-1.262419689,8.765,124.3601389,0.308592169,1.120216262,177.3911435,0.076934128,0.88,1.49,0.24,292.31,Syrian Arab Republic
17.64367084,0.809439635,3.74971509,0.225611816,0.855447794,7.127,3.964757709,14.09373943,1.742355684,0.147710774,1.74E-05,1.25,0.44,0.26,273.54,Mongolia
25.61845297,0.177929968,2.66743708,3.390219912,2.92622898,2.111,0.975243811,0.063737159,0.823686034,0.014663932,0.17721519,3.37,1.46,0.47,300.7,Benin
18.67692606,0.106800644,4.92946053,2.221535768,2.04894665,5.892,11.17511521,0.023461283,0.542614732,5.835501772,0.000263435,1.67,1.84,0.26,297.99,Eritrea
6.069629991,0.128236936,2.39574957,1.902550124,3.758702522,8.064,1.871883289,0.381113177,1.58184447,0.004284507,0.005408215,2.8,1.18,0.42,295.27,Angola
7.122957988,0.84667673,3.98308039,0.073729218,0.694909484,8.4,32.78779473,0.476605481,1.293052052,8.790126638,0.000562843,1.44,0.6,0.23,279.14,Kazakhstan
17.45693017,0.198018903,1.81881714,0.771416876,2.543200663,2.449,0.132242833,0.412062002,0.149583851,0.000883553,0.588235294,3.7,0.42,0.68,295.73,Papua New Guinea
6.250877905,0.220144607,3.96719909,3.786230626,3.506388824,3.972,1.837241379,0.030871052,1.21371173,0.007938182,0.00589651,2.75,1.09,0.43,295.21,Angola
4.060689675,0.337506109,7.3912921,0.010396167,-0.638069468,9.14,41.60987508,0.856869655,2.844675125,2.968938097,0.026636605,1.77,0.55,0.51,285.74,Bulgaria
7.813761603,0.20871094,7.42301464,0.07207549,0.157481405,16.51,5.26875,0.729876745,1.350065802,0.300984164,0.045490261,2.19,0.51,0.52,284.59,Georgia
5.665311576,0.170875163,8.12491989,0.143590487,1.139393012,10.07,2.713475177,0.863028692,4.721151096,0.043876921,0.047766378,2.71,0.91,0.58,296.83,Brazil
1.578422048,0.125729121,7.99607754,0.00882769,0.741552515,6.16,3.795093795,3.651682645,5.488450558,0.008997126,0.000993303,2.21,0.26,0.53,281.03,Sweden
2.158067631,0.30520831,4.28816032,0.153558751,2.094374702,19.411,766.1122449,2.987808385,3.512024545,51.42298657,0.021774456,0.39,1.23,0.22,293.08,Libya
40.295439,0.071511428,5.2932992,9.998529151,3.33008485,0.799,4.005533854,0.006773813,0.27665007,1.2823972,0.000613121,2.28,2.39,0.34,301.1,Chad
1.937081961,0.176725375,10.03250504,0.013758419,0.045910037,10.77,17.97441565,0.461713877,1.535947049,1.01262017,0.195393208,1.73,0.73,0.51,288.83,Portugal
2.918942384,0.568186078,5.80689144,0.006691215,-0.043948953,17.75,41.18310834,0.311503437,1.59416831,0.808897949,0.023764617,1.9,0.35,0.43,281.51,Poland
1.266288876,0.085250038,10.12139606,0.007873169,0.358130916,5.02,25.57041644,0.674505117,7.329168749,0.044805631,0.008890446,1.65,0.27,0.6,282.95,Denmark
6.587915925,0.228556575,9.59277534,0.02059156,1.111726056,6.56,4.238793806,4.869543431,6.225433526,0.053749111,0.006223703,1.82,0.34,0.64,284.51,New Zealand
2.036529883,0.137698631,9.4126482,0.015288974,-0.160104021,6.99,12.31571228,0.665060401,1.874471816,0.456569578,0.211245718,1.78,0.67,0.51,288.75,Portugal
1.839724171,0.18722071,8.18480968,0.007737573,0.065159039,6.56,6.29749831,0.768782341,1.186891771,0.099656316,0.087864204,2.07,0.47,0.58,284.25,Slovenia
32.86800908,0.049189814,6.80890226,2.266454034,2.915174544,3.587,5.82799634,0.026660171,0.240433159,0.041790596,0.154223624,3.86,0.67,0.67,295.25,Uganda
25.27540464,0.175086087,2.85861254,3.372209604,2.899920609,2.254,0.975243811,0.053597679,0.806423642,0.015596218,0.17721519,3.27,1.48,0.48,300.76,Benin
22.92623863,0.05361141,7.58438921,1.744201618,2.695466368,4.96,17.50483809,0.036908106,0.200681987,1.160552451,0.03539823,1.77,0.84,0.48,294.69,Malawi
8.578727592,0.556150479,5.57381344,0.011149713,-0.612296198,8.381,5.51878708,0.342224967,2.678634491,0.199920815,0.013507479,2.22,0.3,0.42,279.99,Belarus
9.454851422,0.230831473,7.49149466,0.159099023,1.479835238,3.62,6.782352941,0.75048899,1.732091143,0.223837693,0.256175505,3,0.4,0.57,294.76,Ecuador
5.36626448,0.191144615,3.03672314,0.068529549,1.293447027,4.97,52.96533451,0.640780995,1.180787264,34.69354086,0.048282947,1.72,0.63,0.46,286.45,Azerbaijan
20.84657143,0.109499532,3.74762511,5.96964499,2.52731692,4.729,9.668217054,0.156269786,0.980943325,0.143947089,0.094257336,2.33,1.92,0.37,300.54,Nigeria
7.043020253,0.486080645,5.16790485,0.028227905,0.467672053,4.31,43.30275631,0.397746166,1.448100274,0.926190834,0.03065412,2.3,0.58,0.43,285.07,China
1.017623081,0.284235431,2.41289377,0.092974272,0.924880805,8.7,3.466465712,1.152843596,3.470072862,0.007789087,0.447761194,4.19,0.46,0.66,299.53,Brunei Darussalam
19.60859082,0.259465863,2.42102122,1.44303656,3.123661114,2.241,0.132242833,0.11716009,0.150390558,0.001377533,0.576923077,3.97,0.36,0.67,295.74,Papua New Guinea
4.199089371,0.203621109,8.51866722,0.026071424,1.189061026,6.73,8.982121089,3.435572788,6.950389569,0.572828466,0.029030988,2.2,0.46,0.61,285.04,Chile
6.592227603,0.293568374,5.96798849,0.124799781,0.12309148,5.47,12.4734362,0.262733489,1.256012273,1.137621787,0.213963964,3.31,0.76,0.68,298.53,Jamaica
9.048337007,0.07604923,3.86745572,0.089930467,0.904381981,4.78,90.78541374,0.057322691,0.222882579,5.076431293,0.374045802,4.01,0.78,0.63,299.81,Sri Lanka
0.847918814,0.21797447,10.85349178,0.007646657,0.187727801,5.38,38.21363304,0.356878766,3.380201489,0.225431539,0.01200192,2.15,0.34,0.53,282.6,Germany
1.300652674,0.250497677,6.1940732,0.080476601,0.175755759,8.41,87.5,0.127702869,0.452601609,1.273343489,0.1,2.06,0.8,0.59,299.53,Barbados
8.510005177,0.200155554,5.73295689,0.256141968,1.534866916,15.63,1.310067365,0.126160421,2.967781613,0.02181722,0.036652486,3.69,0.66,0.65,297.57,Colombia
1.339181259,0.098504342,3.41498613,1.163487547,2.131795196,27.619,6.333333333,0.04340242,3.320214283,0.045348192,0.013623274,1.98,1.7,0.38,299.9,Djibouti
0.9966057,0.241795128,10.7290144,0.007104044,-0.132694222,3.59,36.84361248,0.255189043,10.49954002,0.3412203,0.065515715,2.53,0.32,0.48,283.61,Japan
30.56422084,0.090837945,5.3021183,1.366753985,2.118630328,7.037,0.833333333,0.015275247,0.389660923,0.009601954,0.398496241,3.02,0.59,0.65,296.53,Comoros
27.06408229,0.059918665,5.40748835,6.715800624,3.16053306,1.645,4.294921875,0.882113397,0.307531381,0.497987434,0.0007564,2.04,2.5,0.37,301.7,Chad
7.076601635,0.610384533,9.02212143,0.010512206,-1.678617812,24.07,2.854581673,0.498301335,0.826117127,0.034615413,0.047932331,2.69,0.44,0.54,284.21,Bosnia and Herzegovina
3.9822705,0.284457279,6.91900873,0.012183818,0.023523124,11.13,1.410309344,0.493025824,1.196981348,0.020484279,0.061788618,2.26,0.43,0.52,285,Croatia
2.431134632,0.185781535,9.11891174,0.005461916,0.460408305,19.86,47.73006135,0.706372904,3.638649225,0.920738074,0.170375749,1.46,0.73,0.37,286.61,Spain
21.62943584,0.057874663,6.87366676,1.823366363,2.685561427,4.949,17.50483809,0.041062979,0.203905469,1.111728788,0.03539823,1.84,0.86,0.47,294.63,Malawi
13.78400574,0.324672528,6.32117987,0.241702984,1.732456728,12.248,137.9203602,3.505327682,2.807058286,5.075533857,0.024468767,1.14,1.03,0.29,289.95,Algeria
29.37601992,0.132495023,6.58027744,1.857867704,1.915137697,4.57,0.833333333,0.004250433,0.387020264,0.01185199,0.407407407,2.96,0.56,0.64,296.21,Comoros
0.446728972,0.452288985,3.18838811,0.031502079,2.891932877,0.8,1993.423611,0.076515003,1085.956522,0.006493754,0.013245033,0.33,3.03,0.17,299.93,Kuwait
8.666253694,0.454821003,5.29415369,0.005972437,-0.345415054,7.027,5.310481213,0.489793592,2.806043998,0.154677465,0.013569586,2.18,0.3,0.48,281.21,Belarus
36.81416647,0.040335059,3.91814446,5.667019342,0.868655129,5.44,0.335648148,0.313231961,0.649838316,0.001460086,0.015748031,3.49,1.45,0.57,299.49,Central African Republic
12.56836756,0.483775663,6.327813314,1.588403431,0.616566778,5.069,39.47615471,0.035506687,0.528701368,7.86544202,0.006464124,1.81,1.15,0.39,294.27,Zimbabwe
24.26598059,0.109038914,5.2786293,2.562799683,1.587113192,5.652,11.17511521,0.016958482,0.492916113,5.588689274,0.000264131,1.84,1.66,0.29,297.28,Eritrea
21.74068348,0.146835057,4.89139318,5.394222696,1.29599678,4.573,0.856923077,0.005107222,0.452306262,0.025583786,0.045454545,4.46,0.99,0.61,298.29,Guinea
8.499364189,0.1234302,7.49349833,0.040077868,0.19152206,9.4,9.786096257,1.787715204,15.07458608,0.358162882,0.002268041,2.19,0.59,0.61,290.26,Uruguay
18.67692606,0.136630382,4.05707788,1.725520265,0.817492474,5.678,11.17511521,0.03605492,0.602307323,5.335457529,0.000263435,1.53,1.7,0.27,297.57,Eritrea
38.52044969,0.084117918,4.03365517,2.077450534,2.705428113,2.412,30.76316375,0.08711806,0.234537419,1.417673813,0.035600108,2.51,0.86,0.47,291.47,Ethiopia
0.284582753,0.537444867,3.88658071,0.07826935,3.921947963,1.11,205.7758621,0.019941459,7.608074374,81.89664739,0.359550562,1.37,1.28,0.21,299.21,Bahrain
3.173663381,0.163557324,5.40874767,0.029124705,-1.071034803,11.87,1.390689452,2.326096434,2.117692907,0.012766531,0.00319659,2.35,0.27,0.43,280.15,Latvia
3.550571089,0.23196851,6.17537546,0.049389389,0.980589313,8.43,8.982121089,1.618182978,6.633587786,0.767013272,0.029049072,2.11,0.38,0.58,283.37,Chile
3.62120477,0.205901435,2.53282261,0.942737531,3.341104101,20.565,0.502166065,4.987560597,7.097821686,0.000852089,0.07851766,3.91,0.48,0.53,297.63,Gabon
4.24977551,0.40424573,11.02123833,1.889215303,1.254413132,16.918,2.565905097,0.563547962,0.391846563,0.015722555,0.001643858,1.46,0.81,0.34,286.66,Lesotho
8.487211286,0.193417401,5.74651003,0.199002413,1.98926784,6.6,1.260294485,2.866225668,0.838269086,0.030727746,0.186046512,3.05,0.67,0.65,298.75,Belize
26.53735015,0.051010799,4.34313393,9.021124615,3.387189871,0.924,4.294921875,0.099491922,0.279885322,0.726884058,0.000633545,1.85,2.49,0.34,301.59,Chad
24.31439133,0.051906383,8.08923531,1.793812688,2.607105103,11.895,12.4554225,0.019144379,0.203861989,0.247445623,0.138587077,3.15,0.73,0.59,292.75,Rwanda
8.284246903,0.323875027,7.44982719,1.71144321,2.136294238,5.282,31.87194893,0.621554104,0.478961769,4.709346618,0.00617284,1.57,1.2,0.41,294.59,Zimbabwe
0.818619333,0.14846819,10.004179,0.013053505,0.64060154,4.44,9.015827613,0.372484734,2.770454717,0.024381647,0.015096774,2.23,0.3,0.54,281.4,Switzerland
15.61709962,0.097703522,7.18999434,1.743013591,3.089113579,14.686,2.835497836,0.067252547,0.561304626,0.324824165,0.001527784,2.8,1.08,0.49,294.68,Zambia
3.516678607,0.467240693,3.5033966,0.184563163,1.862888263,19.611,817.1428571,5.124735952,3.763946453,95.13358262,0.021498371,0.44,1.33,0.23,293.67,Libya
2.173939659,0.108277248,10.54930592,0.016431604,0.105114125,6.8,12.31571228,0.696236765,1.968239834,0.484889238,0.223773342,1.91,0.72,0.54,289.6,Portugal
1.724327834,0.184738579,10.32393837,0.008978422,0.443220089,6.87,15.96924245,0.182312028,9.176045589,0.840071212,0.020585049,1.57,0.31,0.58,283.96,Netherlands
22.7161642,0.245770607,5.92583275,0.026077615,-0.938470428,18.575,10.51959135,0.002917115,0.737166681,1.73650963,0.106233538,1.82,0.54,0.48,286.32,Albania
2.050976512,0.675165086,6.87650871,0.494052712,0.963593458,19.635,44.86095717,0.186458227,1.504821782,1.550684971,0.00371563,1.84,0.74,0.44,289.76,South Africa
28.62495,0.077720914,6.50141716,2.60385693,2.867082195,1.03,10.19286754,0.007960136,0.158855977,0.242324608,0.17215937,3.29,0.74,0.61,293.35,Burundi
0.633172496,0.278524956,3.59299517,0.018376782,0.997641826,2.032,1730.424242,0.714107548,5.696129637,13.4931598,0.110437533,0.18,2.28,0.16,300.63,United Arab Emirates
9.710569628,0.714475454,7.0809865,0.02566862,-2.17069878,18.11,48.70056915,0.12605381,2.281270508,6.185943619,0.042816901,2.02,0.49,0.46,285.05,Bulgaria
4.963623857,0.430352897,10.2024622,2.207524666,1.2397919,16.985,2.565905097,0.545485454,0.383700014,0.015489762,0.00165426,1.38,0.79,0.34,286.8,Lesotho
18.43951721,0.85344403,4.10218763,0.222301135,0.87155573,6.8,3.774991528,14.43085357,1.523850386,0.172477571,1.75E-05,1.55,0.39,0.23,272.59,Mongolia
3.983320081,0.18857749,9.33272266,0.025346099,1.791391972,7.27,8.982121089,3.320115756,7.092579105,0.539461832,0.031140323,2.12,0.45,0.58,284.51,Chile
0.818676214,1,1,0.016277945,-2.418017622,10.8,19.53561063,0.18336187,14.59332606,0.108787294,0.109321059,3.03,0.6,0.71,298.01,Puerto Rico
21.65221349,0.152021769,3.34527016,2.053041555,2.614654755,10.402,13.24621733,9.950143745,1.198140373,62.06819225,0.000277351,0.9,3.09,0.23,303,Mauritania
8.36248661,0.30060709,7.22868252,0.202415698,1.015336684,13.52,9.163554519,1.134957319,8.861932939,0.93424512,0.00772221,2.01,0.77,0.53,290.49,Argentina
2.481621633,0.30833267,5.53687382,0.04648034,2.384150031,6.03,974.1666667,5.728106004,5.189650904,32.36407675,0.000953363,0.61,2.5,0.25,298.4,Saudi Arabia
0.161318389,0.357236142,3.6881299,0.015057505,8.651162054,0.17,431.0344828,0.442002232,93.78672986,0.690040642,0.035211268,0.44,1.97,0.13,300.64,Qatar
3.494675227,0.148142047,5.65211773,0.038518749,-0.818626341,9.87,1.041249263,2.492211066,2.123048095,0.00676059,0.00355532,2.05,0.29,0.48,281.1,Latvia
4.911200315,0.264353183,3.1433847,1.026164639,2.984529936,17.737,0.502166065,0.941344669,4.919611673,0.001163266,0.08105451,4.14,0.49,0.54,297.66,Gabon
0.121835107,0.35518074,2.288064,0.042939485,17.89854534,0.87,381.2931034,0.331398586,41.93688278,1.38804211,0.039816233,0.53,1.99,0.16,300.37,Qatar
8.571659566,0.253966254,6.45006084,0.098303688,1.132157693,14.26,89.43960592,0.627478365,2.102891895,6.523142532,0.238909948,1,1.01,0.31,291.38,Tunisia
19.99025477,0.118184727,3.34840417,6.36326795,2.628123853,3.944,9.668217054,0.106624345,0.886151873,0.146547957,0.094931749,2.34,1.79,0.38,300.28,Nigeria
5.044169793,0.234181911,3.83574653,0.916809466,3.292977463,19.834,0.502166065,1.48037667,5.646726487,0.001133407,0.080472192,4.19,0.49,0.55,297.69,Gabon
25.79700083,0.203521714,3.09628081,3.409702836,2.928111157,2.65,0.975243811,0.048092395,0.773301177,0.017522141,0.164383562,3.22,1.59,0.47,300.82,Benin
3.847780195,0.261036206,3.03573871,0.61860557,1.926462655,8.48,71.81577047,0.014969002,2.218228044,67.79484677,0.023199023,1.1,2.4,0.2,294.94,Iraq
5.503711188,0.521023426,8.99738979,3.3832764,0.707013589,17.048,2.565905097,0.056211897,0.320881821,0.019435336,0.001710133,1.72,0.68,0.35,286.05,Lesotho
47.98330893,0.085983727,11.56771851,3.310737563,2.563454318,4.469,0.495794393,0.041453818,0.667667267,0.005502409,0.041786433,4.35,0.69,0.65,298.67,Sierra Leone
23.80840939,0.294707003,4.57802534,0.245700055,2.141921598,14.775,79.97954875,0.001119432,0.360599752,78.2923175,0.021867483,1.61,0.98,0.26,285.5,Tajikistan
25.04368117,0.194756952,7.83680201,0.939429611,3.103185139,3.453,1.751486326,0.214595564,0.549306685,0.125911905,0.007276008,2.29,0.86,0.55,296.54,Mozambique
0.307778949,0.247959394,6.23101091,0.017964428,1.787496632,5.06,4.011608624,0.433230013,7.196721311,0.004350779,0.015267176,2.31,0.26,0.59,282.14,Luxembourg
24.62682286,0.053353356,6.69975424,1.138881057,2.435038415,12.1,19.04397998,0.03779694,0.207889937,0.340884585,0.137991941,3.09,0.64,0.58,292.24,Rwanda
38.43054529,0.056196472,11.27638912,3.900992916,4.679477609,1.606,10.19286754,0.002813752,0.119093982,0.286950082,0.218221495,3.17,0.8,0.61,293.4,Burundi
3.677640148,0.314384641,6.76895761,0.006965048,0.694068084,10.35,48.81526926,0.221478825,3.227078666,1.142309843,0.168699187,1.31,0.76,0.36,287.13,Spain
9.472192112,0.243368344,4.6978569,0.377201927,1.122041996,7.15,3.950609365,9.024392029,1.971238412,0.080983453,0.076628352,4.36,0.6,0.72,299.6,Suriname
21.59057472,0.184157176,6.90735912,0.08395743,2.346816042,7.552,68.74125874,0.309035046,0.365038631,20.68416523,0.028902927,1.73,0.96,0.31,285.6,Tajikistan
16.80228356,0.094664974,3.65157914,2.177538086,2.774879781,3.629,1.560430108,0.669932839,1.323852017,0.011570689,0.158974359,3,1.52,0.46,299.85,Cameroon
4.336400108,0.110410784,7.44663048,0.025436278,-0.701211571,8.1,1.067831467,2.910954253,2.15606754,0.006444912,0.004570848,1.96,0.3,0.57,282.04,Latvia
0.803696771,0.242701312,11.09592915,0.008577101,-0.153198447,6.97,45.21655702,0.349520825,3.341408353,0.329387836,0.011916168,2.28,0.32,0.43,281.19,Germany
7.882624763,0.109504162,2.65592647,1.293387584,3.395277792,9.481,1.871883289,1.238060921,1.956568016,0.004047374,0.005530926,2.56,1.34,0.41,296.48,Angola
7.886996096,0.141028696,7.9498806,0.038123293,0.240409128,7.74,9.786096257,2.187647944,16.26817475,0.320577831,0.002092615,2.22,0.61,0.59,290.42,Uruguay
1.06671783,0.252385385,10.67438698,0.007153549,-0.144271883,4.04,36.94357964,0.25231262,10.39731023,0.344090673,0.066108418,2.56,0.33,0.48,283.94,Japan
19.56515781,0.156692349,6.27234411,0.012548921,-0.183211385,15.87,6.608533654,0.490250396,1.241499115,0.410705086,0.066705972,2.01,0.56,0.53,286.92,Albania
8.101301012,0.211115661,9.56681633,0.089700763,-0.888185043,20.71,5.842487785,0.300743327,1.229654404,0.500822136,0.050040032,2.11,0.44,0.5,283.81,Georgia
13.51228707,0.213410361,2.98942471,0.641799507,1.255738089,5.15,25.13784681,0.093306198,1.024086631,2.519075545,0.389380531,3.98,0.49,0.67,298.29,Indonesia
0.643750702,0.062274965,11.38538456,0.012956521,0.736633975,4.71,6.498855835,0.426054896,2.816356906,0.009729821,0.016702144,1.84,0.37,0.59,283.38,Switzerland
25.29794416,1,4.6971879,0.131094709,2.544628541,11.63,138.5163416,0.003886541,1.097051546,161.6073054,0.059389346,1.19,1.28,0.29,291.64,Syrian Arab Republic
10.60325324,0.828526033,6.85958815,0.029019009,-1.990632204,19.92,43.11774706,0.105148404,2.243173121,5.133704142,0.044561659,1.73,0.58,0.44,285.14,Bulgaria
0.034375217,0.097987884,3.68562651,0.00702984,1.619308099,3.86,132.4278333,0.010593821,inf,0.365649176,0.149253732,2.8,0.54,0.48,299.8,Singapore
0.88752394,0.265756218,9.13628769,0.011622719,0.734330831,7.46,76.33906634,0.183634321,39.08016032,0.751629781,0.015290072,1.91,0.3,0.61,284.16,Belgium
36.49908298,0.194967249,9.20383739,3.818531736,2.058594538,2.08,0.264311594,0.11530102,0.976167421,0.003297546,0.114566285,3.88,0.47,0.58,297.92,Liberia
0.260005311,0.336637101,3.51384258,0.013641117,1.453317284,0.1,431.0344828,0.407878471,122.1527094,0.666251128,0.040540541,0.57,1.94,0.14,300.7,Qatar
5.342666643,0.133859273,4.49336958,0.287297998,1.130145929,5.83,39.55331412,0.30659266,4.070222583,2.728294585,0.146150679,3.19,0.69,0.68,297.58,Dominican Republic
2.408292471,0.18217211,9.15419865,0.005656924,0.064925963,24.79,50.10224949,0.746576422,3.739785762,1.054052553,0.184433227,1.18,0.88,0.36,287.37,Spain
1.339181259,0.098504342,3.19098687,1.155117883,2.024001609,27.455,6.333333333,0.05933586,3.328816934,0.045348192,0.013625676,1.89,1.81,0.29,299.69,Djibouti
2.355914005,0.65258478,6.90510845,0.523248387,1.013877213,19.543,45.54250105,0.195695807,1.539102173,1.516849681,0.003736196,1.75,0.96,0.39,290.37,South Africa
18.5594231,0.131478179,3.01338983,3.41772631,2.49989376,9.948,13.24621733,0.596105385,0.811200464,94.26995104,0.000277351,1.23,2.86,0.27,302.34,Mauritania
8.054289273,0.641645566,9.17218685,0.014009241,-0.888359591,31.11,2.525896414,0.316963748,0.794752145,0.029343283,0.04446503,2.62,0.35,0.54,283.62,Bosnia and Herzegovina
8.891519589,0.421745368,5.65694046,0.003752871,-0.218522756,6.257,5.102175346,0.680345337,2.948199621,0.132187556,0.013710946,2.39,0.32,0.41,279.96,Belarus
2.265452066,0.193647863,9.10764217,0.005709818,0.885735981,17.86,49.24335378,0.671147688,3.589261129,0.981644729,0.168716482,1.23,0.85,0.35,287.66,Spain
1.778509263,0.22864008,10.15508747,0.010911949,0.512923101,4.99,20.75185115,0.184165696,6.772423442,1.472471557,0.019441329,1.73,0.29,0.47,282.11,Netherlands
3.341123992,0.12556682,5.05676603,0.724418202,3.061887802,5.03,2.835497836,0.596015845,0.770569592,0.129751158,0.001510321,2.35,1.13,0.49,295.05,Zambia
17.02650901,0.317402012,3.27211928,0.485168681,1.377595812,8.319,66.49209283,0.017974109,0.447806573,18.87769216,0.068078163,2.54,1.51,0.42,299.28,India
5.501500971,0.338056841,5.02223349,0.035369821,-1.477222982,6.41,6.445089411,0.311540133,1.147581823,0.715801993,0.03382245,1.7,0.63,0.46,285.25,Romania
1.082496746,0.277431142,7.68688869,0.009140085,0.063373589,4.19,38.20229885,0.195815391,6.762769756,0.374508363,0.07022051,2.43,0.31,0.47,284.01,Japan
0.891399017,0.090888756,6.88002014,0.009454872,1.238875453,5.74,20.04213483,1.231364401,1.715177844,0.011802861,0.000221435,1.37,0.27,0.63,283.18,Ireland
16.08596076,0.149098847,2.64919329,2.825216452,3.124789002,9.86,13.24621733,1.417310188,0.937984496,84.32755742,0.000277351,1.35,2.76,0.26,302.18,Mauritania
27.17725775,0.05427094,6.10853958,2.065132074,2.893707869,3.55,5.82799634,0.028082972,0.2566603,0.036790893,0.1526188,3.93,0.79,0.65,295.26,Uganda
